Step Id,Device_id,Model ID,Task ID,Stream ID,Name,Type,OP State,Accelerator Core,Start Time(us),Duration(us),Wait Time(us),Block Dim,Mix Block Dim,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
3,6,4294967295,58605,6,RmsNormGrad,RmsNormGrad,dynamic,MIX_AIV,1768879468602471.820	,143.760,1.070000,48,96,NO,"""4096,1,3584;4096,1,3584;4096,1,1;3584""",DT_BF16;DT_BF16;FLOAT;DT_BF16,ND;ND;ND;ND,"""4096,1,3584;3584""",DT_BF16;FLOAT,ND;ND,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.717,9654710,86.83,0.626,50.297,0.363,31.808,0.229,14.907,0.107,0.006,0.000
3,6,4294967295,58606,6,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1768879468602616.800	,2.020,1.240000,4,0,NO,"""3584""",FLOAT,ND,"""3584""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.192,6915,0.037,0.031,0.219,0.184,0.126,0.106,0.136,0.114,0.219,0.000
3,6,4294967295,58607,6,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1768879468602618.840	,55.120,0.000000,48,0,NO,"""4096,1,3584;4096,1,3584""",DT_BF16;DT_BF16,NCL;NCL,"""4096,1,3584""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.197,3632937,21.589,0.414,3.856,0.074,48.546,0.93,10.152,0.194,0.008,0.000
3,6,4294967295,58608,6,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1768879468602673.980	,2.360,0.130000,4,0,NO,"""3584;3584""",FLOAT;DT_BF16,ND;ND,"""3584""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,8991,0.061,0.039,0.273,0.176,0.563,0.363,0.152,0.098,0.119,0.000
3,6,4294967295,58609,6,aclnnMatmul_MatMulV3Common_MatMulV3,MatMulV3,dynamic,AI_CORE,1768879468602676.360	,2276.220,0.000000,24,0,NO,"""4096,3584;3584,18944""",DT_BF16;DT_BF16,ND;ND,"""4096,18944""",DT_BF16,ND,N/A,2240.361,77964560,1978.882,0.883,812.336,0.363,1549.622,0.692,1811.143,0.808,375.045,0.167,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.287
3,6,4294967295,58610,6,aclnnMatmul_MatMulV3Common_MatMulV3,MatMulV3,dynamic,AI_CORE,1768879468604952.600	,2345.780,0.030000,24,0,NO,"""4096,3584;4096,18944""",DT_BF16;DT_BF16,ND;ND,"""3584,18944""",DT_BF16,ND,N/A,2319.517,80719176,2003.315,0.864,848.991,0.366,1697.647,0.732,1964.662,0.847,349.155,0.151,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.654
3,6,4294967295,58611,6,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1768879468607298.400	,549.920,0.220000,48,0,NO,"""3584,18944;3584,18944""",FLOAT;DT_BF16,ND;ND,"""3584,18944""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.511,36784353,45.854,0.087,12.282,0.023,525.549,0.994,90.154,0.171,0.0,0.000
3,6,4294967295,58612,6,SwiGluGrad,SwiGluGrad,dynamic,AI_VECTOR_CORE,1768879468607848.340	,770.000,0.000000,48,0,NO,"""4096,18944;4096,37888""",DT_BF16;DT_BF16,ND;ND,"""4096,37888""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.149,51149228,682.75,0.897,328.345,0.431,636.267,0.836,242.084,0.318,0.001,0.000
3,6,4294967295,58613,6,aclnnMatmul_MatMulV3Common_MatMulV3,MatMulV3,dynamic,MIX_AIC,1768879468608619.800	,4263.820,1.500000,24,48,NO,"""4096,37888;37888,3584""",DT_BF16;DT_BF16,ND;ND,"""4096,3584""",DT_BF16,ND,0,4119.617,148306229,3858.334,0.937,2210.897,0.537,3523.26,0.855,1645.953,0.4,2584.663,0.627,0.0,4131.164,297443799,4.417,0.001,6.62,0.002,16.0,0.004,5.923,0.001,0.177,80.515
3,6,4294967295,58614,6,aclnnMatmul_MatMulV3Common_MatMulV3,MatMulV3,dynamic,AI_CORE,1768879468612884.840	,4314.320,1.180000,24,0,NO,"""4096,37888;4096,3584""",DT_BF16;DT_BF16,ND;ND,"""37888,3584""",DT_BF16,ND,N/A,4393.467,152892641,3998.669,0.91,1689.393,0.385,3392.756,0.772,3728.308,0.849,653.377,0.149,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.033
